"EVENT_UUID","EVENT_TYPE_ID","ACCOUNT_ID","LIST_ID","RIID","CUSTOMER_ID","EVENT_CAPTURED_DT","EVENT_STORED_DT","CAMPAIGN_ID","LAUNCH_ID","PROGRAM_ID","AGGREGATOR_ID","COUNTRY_CODE","MOBILE_CODE","MOBILE_CHANNEL","MOBILE_KEYWORD","OFFER_SIGNATURE_ID","MSG_SPLIT_COUNT","MESSAGE","MOBILE_NUMBER","CAMPAIGN_NAME","FIRST_NAME","LAST_NAME","DOB","HINDI","CHINES","JAPANESE","ARABIC","RUSSIAN","GREEK","ALBANIAN","LATVIAN","KOREAN"
"4814a2f6-f761-4316-9bae-e2f3d0a2e432","401","100341","23461","96012841","Cust ID11","30-May-2019 20:37:08","30-May-2019 20:37:23","4123861","66513601","4123941","1","US","28179","Sms","","-1","","Soham_18thJune_Cust_1 outbound standalone with filter","16503158507","Soham_18thJune_Cust_1","","","","","","","","","","","",""
"785ad41c-954a-4eef-8912-1283998b2b6d","401","100341","23461","96012961","Cust ID17","30-May-2019 20:39:08","30-May-2019 20:39:23","4140221","66513621","4140341","1","US","28179","Sms","","-1","","Soham_4thJuly_Cust_1 outbound message outbound 16502063896","16502063896","Soham_4thJuly_Cust_1","","","","","","","","","","","",""
"82f9df20-ca4a-4be9-81a4-f7e58eba672d","401","100341","23461","96012841","Cust ID11","30-May-2019 20:39:08","30-May-2019 20:39:23","4140221","66513621","4140341","1","US","28179","Sms","","-1","","Soham_4thJuly_Cust_1 outbound message outbound 16503158507","16503158507","Soham_4thJuly_Cust_1","","","","","","","","","","","",""
"bb8e3997-081e-4dec-b911-d6cf7c14d594","401","100341","23461","96012801","Cust ID9","30-May-2019 20:39:08","30-May-2019 20:39:23","4140221","66513621","4140341","1","US","28179","Sms","","-1","","Soham_4thJuly_Cust_1 outbound message outbound 16503154814","16503154814","Soham_4thJuly_Cust_1","","","","","","","","","","","",""
"ebca6d21-514c-4b46-ac7e-2f0b4064269b","401","100341","23461","96012661","Cust ID2","30-May-2019 20:39:08","30-May-2019 20:39:23","4140221","66513621","4140341","1","US","28179","Sms","","-1","","Soham_4thJuly_Cust_1 outbound message outbound 16505541184","16505541184","Soham_4thJuly_Cust_1","","","","","","","","","","","",""
"2cc81358-e559-4fe9-b6e3-0e56a0fe31da","401","100341","23461","96012661","Cust ID2","30-May-2019 20:54:16","30-May-2019 20:54:31","78441","66513641","4085201","1","US","28179","Sms","","-1","","Soham_23rdApril_Cust_1 outbound","16505541184","Soham_23rdApril_Cust_1","","","","","","","","","","","",""
"462047d2-379e-4f6a-a7ae-656f5d61123d","401","100341","23461","96012961","Cust ID17","30-May-2019 20:54:16","30-May-2019 20:54:31","78441","66513641","4085201","1","US","28179","Sms","","-1","","Soham_23rdApril_Cust_1 outbound","16502063896","Soham_23rdApril_Cust_1","","","","","","","","","","","",""
"4c9ffc65-5107-4cf5-bae2-593533642856","401","100341","23461","96012841","Cust ID11","30-May-2019 20:54:16","30-May-2019 20:54:31","78441","66513641","4085201","1","US","28179","Sms","","-1","","Soham_23rdApril_Cust_1 outbound","16503158507","Soham_23rdApril_Cust_1","","","","","","","","","","","",""
"fea4bba2-0e69-4685-894c-2681cbedace9","401","100341","23461","96012801","Cust ID9","30-May-2019 20:54:16","30-May-2019 20:54:31","78441","66513641","4085201","1","US","28179","Sms","","-1","","Soham_23rdApril_Cust_1 outbound","16503154814","Soham_23rdApril_Cust_1","","","","","","","","","","","",""
"2fcd1938-3d35-41a8-a844-76cc7e5627a7","401","100341","23461","96012841","Cust ID11","30-May-2019 21:13:13","30-May-2019 21:13:24","57941","66513661","58061","1","US","28179","Sms","","-1","","Soham_Cust_9thApril_Help simple outbound for 16503158507","16503158507","Soham_Cust_9thApril_Help","","","","","","","","","","","",""
"5fe1faf0-f881-4192-8eb8-1259063d9131","401","100341","23461","96012961","Cust ID17","30-May-2019 21:13:13","30-May-2019 21:13:28","57941","66513661","58061","1","US","28179","Sms","","-1","","Soham_Cust_9thApril_Help simple outbound for 16502063896","16502063896","Soham_Cust_9thApril_Help","","","","","","","","","","","",""
"d77ec75b-8e0e-451f-acf0-32c2fe8b481d","401","100341","23461","96012801","Cust ID9","30-May-2019 21:13:13","30-May-2019 21:13:29","57941","66513661","58061","1","US","28179","Sms","","-1","","Soham_Cust_9thApril_Help simple outbound for 16503154814","16503154814","Soham_Cust_9thApril_Help","","","","","","","","","","","",""
"e0efd3e4-8047-4928-b52a-e36efd584b74","401","100341","23461","96012661","Cust ID2","30-May-2019 21:13:13","30-May-2019 21:13:29","57941","66513661","58061","1","US","28179","Sms","","-1","","Soham_Cust_9thApril_Help simple outbound for 16505541184","16505541184","Soham_Cust_9thApril_Help","","","","","","","","","","","",""
"65fba6df-dbdd-4eff-a2e2-dc178de153f0","401","100341","3441","7001581","","30-May-2019 21:25:14","30-May-2019 21:25:29","4108401","66513681","4108461","1","US","28179","Sms","","-1","","Soham_29thMay_Cust_2 outbound","16504775491","Soham_29thMay_Cust_2","","","","","","","","","","","",""
"1b6cce07-4f39-4b4d-9218-d5732300d873","401","100341","3441","2001261","Cust ID14","30-May-2019 21:25:14","30-May-2019 21:25:29","4108401","66513681","4108461","1","US","28179","Sms","","-1","","Soham_29thMay_Cust_2 outbound","16504211192","Soham_29thMay_Cust_2","","","","","","","","","","","",""
"52d877fe-34c8-4209-8e38-c4fe87dcb153","401","100341","3441","550496241","","30-May-2019 21:25:14","30-May-2019 21:25:29","4108401","66513681","4108461","1","US","28179","Sms","","-1","","Soham_29thMay_Cust_2 outbound","16508635091","Soham_29thMay_Cust_2","","","","","","","","","","","",""
"326fe206-db47-42a9-8c5c-40d09c86e440","401","100341","3441","558295281","","30-May-2019 21:25:14","30-May-2019 21:25:29","4108401","66513681","4108461","1","US","28179","Sms","","-1","","Soham_29thMay_Cust_2 outbound","16502882800","Soham_29thMay_Cust_2","","","","","","","","","","","",""
"57475482-809a-4fbb-a28f-ae4590cce286","401","100341","3441","7001841","","30-May-2019 21:25:14","30-May-2019 21:25:29","4108401","66513681","4108461","1","US","28179","Sms","","-1","","Soham_29thMay_Cust_2 outbound","16504775544","Soham_29thMay_Cust_2","","","","","","","","","","","",""
"4b254cd0-b3b7-4c39-b109-235f69acbc7e","401","100341","23461","96012661","Cust ID2","03-Jun-2019 00:39:23","03-Jun-2019 00:39:28","4140221","66515921","4140341","1","US","28179","Sms","","-1","","Soham_4thJuly_Cust_1 outbound message outbound 16505541184","16505541184","Soham_4thJuly_Cust_1","","","","","","","","","","","",""
"42bb0045-f426-439b-a10c-5a2ac231ed2c","401","100341","23461","96012961","Cust ID17","03-Jun-2019 00:39:23","03-Jun-2019 00:39:28","4140221","66515921","4140341","1","US","28179","Sms","","-1","","Soham_4thJuly_Cust_1 outbound message outbound 16502063896","16502063896","Soham_4thJuly_Cust_1","","","","","","","","","","","",""
"d3464448-edf5-4e1a-be07-29b60dc58721","401","100341","23461","96012841","Cust ID11","03-Jun-2019 00:39:23","03-Jun-2019 00:39:28","4140221","66515921","4140341","1","US","28179","Sms","","-1","","Soham_4thJuly_Cust_1 outbound message outbound 16503158507","16503158507","Soham_4thJuly_Cust_1","","","","","","","","","","","",""
"13ac7172-1a16-4c31-b55d-a8a8d91cee5c","401","100341","23461","96012961","Cust ID17","03-Jun-2019 00:39:16","03-Jun-2019 00:39:31","4123861","66515901","4123941","1","US","28179","Sms","","-1","","Soham_18thJune_Cust_1 outbound standalone with filter","16502063896","Soham_18thJune_Cust_1","","","","","","","","","","","",""
"e49529c8-cd1c-4b23-952b-5db0e3c1654d","401","100341","23461","96012841","Cust ID11","03-Jun-2019 00:39:16","03-Jun-2019 00:39:31","4123861","66515901","4123941","1","US","28179","Sms","","-1","","Soham_18thJune_Cust_1 outbound standalone with filter","16503158507","Soham_18thJune_Cust_1","","","","","","","","","","","",""
"0ce16a69-60a4-42cf-b176-8897dd74ddee","401","100341","23461","96012801","Cust ID9","03-Jun-2019 00:39:16","03-Jun-2019 00:39:31","4123861","66515901","4123941","1","US","28179","Sms","","-1","","Soham_18thJune_Cust_1 outbound standalone with filter","16503154814","Soham_18thJune_Cust_1","","","","","","","","","","","",""
"2568990a-4802-4a22-9a7c-5dc857a4f593","401","100341","23461","96012801","Cust ID9","03-Jun-2019 00:39:23","03-Jun-2019 00:39:31","4140221","66515921","4140341","1","US","28179","Sms","","-1","","Soham_4thJuly_Cust_1 outbound message outbound 16503154814","16503154814","Soham_4thJuly_Cust_1","","","","","","","","","","","",""
"121ce905-2f49-40ab-97bd-f9a98d4919a0","401","100341","23461","96012661","Cust ID2","03-Jun-2019 00:39:16","03-Jun-2019 00:39:31","4123861","66515901","4123941","1","US","28179","Sms","","-1","","Soham_18thJune_Cust_1 outbound standalone with filter","16505541184","Soham_18thJune_Cust_1","","","","","","","","","","","",""
"cdbca0dd-c3b0-43ff-9ca5-a7b05b629bc4","401","100341","23461","96012961","Cust ID17","03-Jun-2019 00:54:17","03-Jun-2019 00:54:28","78441","66515941","4085201","1","US","28179","Sms","","-1","","Soham_23rdApril_Cust_1 outbound","16502063896","Soham_23rdApril_Cust_1","","","","","","","","","","","",""
"c0ca3a5a-2925-48bc-99f4-b9940a1514aa","401","100341","23461","96012661","Cust ID2","03-Jun-2019 00:54:16","03-Jun-2019 00:54:31","78441","66515941","4085201","1","US","28179","Sms","","-1","","Soham_23rdApril_Cust_1 outbound","16505541184","Soham_23rdApril_Cust_1","","","","","","","","","","","",""
"959667c9-77e6-417e-94cf-7f517b48b376","401","100341","23461","96012841","Cust ID11","03-Jun-2019 00:54:17","03-Jun-2019 00:54:32","78441","66515941","4085201","1","US","28179","Sms","","-1","","Soham_23rdApril_Cust_1 outbound","16503158507","Soham_23rdApril_Cust_1","","","","","","","","","","","",""
"bdc29e65-8518-4940-82f0-5759fa388568","401","100341","23461","96012801","Cust ID9","03-Jun-2019 00:54:17","03-Jun-2019 00:54:32","78441","66515941","4085201","1","US","28179","Sms","","-1","","Soham_23rdApril_Cust_1 outbound","16503154814","Soham_23rdApril_Cust_1","","","","","","","","","","","",""
"0c634f26-902a-4448-8b31-757a5824b34c","401","100341","23461","96012841","Cust ID11","03-Jun-2019 01:15:17","03-Jun-2019 01:15:27","57941","66515961","58061","1","US","28179","Sms","","-1","","Soham_Cust_9thApril_Help simple outbound for 16503158507","16503158507","Soham_Cust_9thApril_Help","","","","","","","","","","","",""
"c011e045-2730-497a-9a08-622a10ecd9fd","401","100341","23461","96012801","Cust ID9","03-Jun-2019 01:15:17","03-Jun-2019 01:15:27","57941","66515961","58061","1","US","28179","Sms","","-1","","Soham_Cust_9thApril_Help simple outbound for 16503154814","16503154814","Soham_Cust_9thApril_Help","","","","","","","","","","","",""
"cd0e31ed-8e42-4855-bda4-5b8ca1fb2db3","401","100341","23461","96012661","Cust ID2","03-Jun-2019 01:15:16","03-Jun-2019 01:15:32","57941","66515961","58061","1","US","28179","Sms","","-1","","Soham_Cust_9thApril_Help simple outbound for 16505541184","16505541184","Soham_Cust_9thApril_Help","","","","","","","","","","","",""
"0741eb5e-3f44-4bbb-b8a8-8bd0a953eb46","401","100341","23461","96012961","Cust ID17","03-Jun-2019 01:15:17","03-Jun-2019 01:15:32","57941","66515961","58061","1","US","28179","Sms","","-1","","Soham_Cust_9thApril_Help simple outbound for 16502063896","16502063896","Soham_Cust_9thApril_Help","","","","","","","","","","","",""
"4250f142-dcc8-4454-af0d-a8cd28e2a7e9","401","100341","3441","2001261","Cust ID14","03-Jun-2019 01:25:30","03-Jun-2019 01:25:45","4108401","66515981","4108461","1","US","28179","Sms","","-1","","Soham_29thMay_Cust_2 outbound","16504211192","Soham_29thMay_Cust_2","","","","","","","","","","","",""
"3d39bb81-aa3e-4115-8216-466604134376","401","100341","3441","558295281","","03-Jun-2019 01:25:30","03-Jun-2019 01:25:45","4108401","66515981","4108461","1","US","28179","Sms","","-1","","Soham_29thMay_Cust_2 outbound","16502882800","Soham_29thMay_Cust_2","","","","","","","","","","","",""
"45923922-680c-489d-ab16-f1b49c886f4f","401","100341","3441","550496241","","03-Jun-2019 01:25:30","03-Jun-2019 01:25:45","4108401","66515981","4108461","1","US","28179","Sms","","-1","","Soham_29thMay_Cust_2 outbound","16508635091","Soham_29thMay_Cust_2","","","","","","","","","","","",""
"d6e50e3a-f0a8-45c9-8bb2-0b2cdef39c3d","401","100341","23461","96012841","Cust ID11","03-Jun-2019 04:39:22","03-Jun-2019 04:39:30","4140221","66516021","4140341","1","US","28179","Sms","","-1","","Soham_4thJuly_Cust_1 outbound message outbound 16503158507","16503158507","Soham_4thJuly_Cust_1","","","","","","","","","","","",""
"8c68f463-63b9-4f65-9e94-4f61a33c0663","401","100341","23461","96012801","Cust ID9","03-Jun-2019 04:39:22","03-Jun-2019 04:39:30","4140221","66516021","4140341","1","US","28179","Sms","","-1","","Soham_4thJuly_Cust_1 outbound message outbound 16503154814","16503154814","Soham_4thJuly_Cust_1","","","","","","","","","","","",""
"caf9b6bc-df89-4fde-a7df-5071e69b0be1","401","100341","23461","96012661","Cust ID2","03-Jun-2019 04:39:16","03-Jun-2019 04:39:31","4123861","66516001","4123941","1","US","28179","Sms","","-1","","Soham_18thJune_Cust_1 outbound standalone with filter","16505541184","Soham_18thJune_Cust_1","","","","","","","","","","","",""
"86226926-df03-4fe8-8b09-e4b8499a2dbd","401","100341","23461","96012961","Cust ID17","03-Jun-2019 04:39:16","03-Jun-2019 04:39:31","4123861","66516001","4123941","1","US","28179","Sms","","-1","","Soham_18thJune_Cust_1 outbound standalone with filter","16502063896","Soham_18thJune_Cust_1","","","","","","","","","","","",""
"b88f4185-1f75-43ca-882d-1959528d3535","401","100341","23461","96012841","Cust ID11","03-Jun-2019 04:39:16","03-Jun-2019 04:39:31","4123861","66516001","4123941","1","US","28179","Sms","","-1","","Soham_18thJune_Cust_1 outbound standalone with filter","16503158507","Soham_18thJune_Cust_1","","","","","","","","","","","",""
"193245da-222f-47b9-82b5-433947ce8f13","401","100341","23461","96012801","Cust ID9","03-Jun-2019 04:39:16","03-Jun-2019 04:39:31","4123861","66516001","4123941","1","US","28179","Sms","","-1","","Soham_18thJune_Cust_1 outbound standalone with filter","16503154814","Soham_18thJune_Cust_1","","","","","","","","","","","",""
"596e1472-0426-417d-a2bb-e2c25251797f","401","100341","23461","96012661","Cust ID2","03-Jun-2019 04:39:22","03-Jun-2019 04:39:32","4140221","66516021","4140341","1","US","28179","Sms","","-1","","Soham_4thJuly_Cust_1 outbound message outbound 16505541184","16505541184","Soham_4thJuly_Cust_1","","","","","","","","","","","",""
"53694227-ebb3-41d5-91d1-583aa1de832a","401","100341","23461","96012961","Cust ID17","03-Jun-2019 04:39:22","03-Jun-2019 04:39:32","4140221","66516021","4140341","1","US","28179","Sms","","-1","","Soham_4thJuly_Cust_1 outbound message outbound 16502063896","16502063896","Soham_4thJuly_Cust_1","","","","","","","","","","","",""
"66ce3e32-f489-4212-9264-c52639c547fa","401","100341","23461","96012661","Cust ID2","03-Jun-2019 04:54:11","03-Jun-2019 04:54:23","78441","66516041","4085201","1","US","28179","Sms","","-1","","Soham_23rdApril_Cust_1 outbound","16505541184","Soham_23rdApril_Cust_1","","","","","","","","","","","",""
"5294305c-f5f1-4064-a7c4-b84d005623de","401","100341","23461","96012841","Cust ID11","03-Jun-2019 04:54:12","03-Jun-2019 04:54:23","78441","66516041","4085201","1","US","28179","Sms","","-1","","Soham_23rdApril_Cust_1 outbound","16503158507","Soham_23rdApril_Cust_1","","","","","","","","","","","",""
"05c2b04c-90ac-435f-9765-8ca157548f8d","401","100341","23461","96012801","Cust ID9","03-Jun-2019 04:54:12","03-Jun-2019 04:54:27","78441","66516041","4085201","1","US","28179","Sms","","-1","","Soham_23rdApril_Cust_1 outbound","16503154814","Soham_23rdApril_Cust_1","","","","","","","","","","","",""
"0446c61d-f0bc-4eee-a5b6-51862e784e24","401","100341","23461","96012961","Cust ID17","03-Jun-2019 04:54:12","03-Jun-2019 04:54:27","78441","66516041","4085201","1","US","28179","Sms","","-1","","Soham_23rdApril_Cust_1 outbound","16502063896","Soham_23rdApril_Cust_1","","","","","","","","","","","",""
"73eae811-ed4a-4a46-8888-b035123b913b","401","100341","23461","96012841","Cust ID11","02-Jun-2019 20:39:22","02-Jun-2019 20:39:37","4140221","66515821","4140341","1","US","28179","Sms","","-1","","Soham_4thJuly_Cust_1 outbound message outbound 16503158507","16503158507","Soham_4thJuly_Cust_1","","","","","","","","","","","",""
"67d344d2-6143-4736-b949-99f6aed701ef","401","100341","23461","96012661","Cust ID2","02-Jun-2019 20:39:22","02-Jun-2019 20:39:37","4140221","66515821","4140341","1","US","28179","Sms","","-1","","Soham_4thJuly_Cust_1 outbound message outbound 16505541184","16505541184","Soham_4thJuly_Cust_1","","","","","","","","","","","",""
"7027b5b7-c61a-4848-8971-a484987dead8","401","100341","23461","96012961","Cust ID17","02-Jun-2019 20:39:22","02-Jun-2019 20:39:37","4123861","66515801","4123941","1","US","28179","Sms","","-1","","Soham_18thJune_Cust_1 outbound standalone with filter","16502063896","Soham_18thJune_Cust_1","","","","","","","","","","","",""
"49e661ed-2e09-4690-9dff-ee11b8aef9fa","401","100341","23461","96012961","Cust ID17","02-Jun-2019 20:39:22","02-Jun-2019 20:39:37","4140221","66515821","4140341","1","US","28179","Sms","","-1","","Soham_4thJuly_Cust_1 outbound message outbound 16502063896","16502063896","Soham_4thJuly_Cust_1","","","","","","","","","","","",""
"092b6064-f51c-4bbf-847f-1dabed4f2529","401","100341","23461","96012661","Cust ID2","02-Jun-2019 20:39:22","02-Jun-2019 20:39:37","4123861","66515801","4123941","1","US","28179","Sms","","-1","","Soham_18thJune_Cust_1 outbound standalone with filter","16505541184","Soham_18thJune_Cust_1","","","","","","","","","","","",""
"c3134094-1dc5-4b4e-9b8b-841ae6bc74d6","401","100341","23461","96012841","Cust ID11","02-Jun-2019 20:39:22","02-Jun-2019 20:39:37","4123861","66515801","4123941","1","US","28179","Sms","","-1","","Soham_18thJune_Cust_1 outbound standalone with filter","16503158507","Soham_18thJune_Cust_1","","","","","","","","","","","",""
"f4a601b1-8df1-442d-a1f4-73ab51fcc546","401","100341","23461","96012801","Cust ID9","02-Jun-2019 20:39:23","02-Jun-2019 20:39:38","4140221","66515821","4140341","1","US","28179","Sms","","-1","","Soham_4thJuly_Cust_1 outbound message outbound 16503154814","16503154814","Soham_4thJuly_Cust_1","","","","","","","","","","","",""
"68b58c82-1d3f-4dc1-8fae-26672d767b20","401","100341","23461","96012801","Cust ID9","02-Jun-2019 20:39:23","02-Jun-2019 20:39:38","4123861","66515801","4123941","1","US","28179","Sms","","-1","","Soham_18thJune_Cust_1 outbound standalone with filter","16503154814","Soham_18thJune_Cust_1","","","","","","","","","","","",""
"2d4ea5a5-a7f0-4803-9195-ec10622990a8","401","100341","23461","96012661","Cust ID2","02-Jun-2019 20:54:10","02-Jun-2019 20:54:25","78441","66515841","4085201","1","US","28179","Sms","","-1","","Soham_23rdApril_Cust_1 outbound","16505541184","Soham_23rdApril_Cust_1","","","","","","","","","","","",""
"44f1cd06-2d6c-4f59-9ad2-9c8b7f049c8f","401","100341","23461","96012801","Cust ID9","02-Jun-2019 20:54:10","02-Jun-2019 20:54:26","78441","66515841","4085201","1","US","28179","Sms","","-1","","Soham_23rdApril_Cust_1 outbound","16503154814","Soham_23rdApril_Cust_1","","","","","","","","","","","",""
"a2d864ba-b0e4-4d52-b8e2-98444713a4c4","401","100341","23461","96012841","Cust ID11","02-Jun-2019 20:54:11","02-Jun-2019 20:54:26","78441","66515841","4085201","1","US","28179","Sms","","-1","","Soham_23rdApril_Cust_1 outbound","16503158507","Soham_23rdApril_Cust_1","","","","","","","","","","","",""
"a9ec09a8-445b-4967-b0e1-d4e05105ba7a","401","100341","23461","96012961","Cust ID17","02-Jun-2019 20:54:11","02-Jun-2019 20:54:26","78441","66515841","4085201","1","US","28179","Sms","","-1","","Soham_23rdApril_Cust_1 outbound","16502063896","Soham_23rdApril_Cust_1","","","","","","","","","","","",""
"c279d38f-beb5-4878-95b4-d7362b6645b4","401","100341","23461","96012661","Cust ID2","02-Jun-2019 21:15:24","02-Jun-2019 21:15:39","57941","66515861","58061","1","US","28179","Sms","","-1","","Soham_Cust_9thApril_Help simple outbound for 16505541184","16505541184","Soham_Cust_9thApril_Help","","","","","","","","","","","",""
"e13ace5e-b4d8-41f6-aa42-ddd5c639a59b","401","100341","23461","96012841","Cust ID11","02-Jun-2019 21:15:24","02-Jun-2019 21:15:39","57941","66515861","58061","1","US","28179","Sms","","-1","","Soham_Cust_9thApril_Help simple outbound for 16503158507","16503158507","Soham_Cust_9thApril_Help","","","","","","","","","","","",""
"ac25851f-e913-49ee-a7f4-53c3f3df51d4","401","100341","23461","96012801","Cust ID9","02-Jun-2019 21:15:24","02-Jun-2019 21:15:39","57941","66515861","58061","1","US","28179","Sms","","-1","","Soham_Cust_9thApril_Help simple outbound for 16503154814","16503154814","Soham_Cust_9thApril_Help","","","","","","","","","","","",""
"f14c4c97-5504-4544-bf9d-474d0edc96db","401","100341","23461","96012961","Cust ID17","02-Jun-2019 21:15:24","02-Jun-2019 21:15:39","57941","66515861","58061","1","US","28179","Sms","","-1","","Soham_Cust_9thApril_Help simple outbound for 16502063896","16502063896","Soham_Cust_9thApril_Help","","","","","","","","","","","",""
"c9482fbb-cc75-4d45-b10c-2f1fb3ac0ed3","401","100341","3001","11001501","AQ1","02-Jun-2019 21:20:30","02-Jun-2019 21:20:46","8601","19121","13301","1","US","28179","Sms","","-1","","Test MC_BC_SMS01.","16505769342","MC_BC_SMS01","","","","","","","","","","","",""
"1c9ee4fd-b82d-414b-9aa3-203a08827d96","401","100341","3001","11001501","AQ1","02-Jun-2019 21:20:31","02-Jun-2019 21:20:46","8601","19121","13301","1","US","28179","Sms","","-1","","Test MC_BC_SMS01.","16505769342","MC_BC_SMS01","","","","","","","","","","","",""
"2fa83f79-63ea-467b-a44d-6bafc90116f1","401","100341","3001","11001501","AQ1","02-Jun-2019 21:23:15","02-Jun-2019 21:23:30","8601","19121","13301","1","US","28179","Sms","","-1","","Test MC_BC_SMS01.","16505769342","MC_BC_SMS01","","","","","","","","","","","",""
"3db1571b-7ccb-4231-8ad2-e13c68767e46","401","100341","3441","2001261","Cust ID14","02-Jun-2019 21:25:27","02-Jun-2019 21:25:39","4108401","66515881","4108461","1","US","28179","Sms","","-1","","Soham_29thMay_Cust_2 outbound","16504211192","Soham_29thMay_Cust_2","","","","","","","","","","","",""
"f0e2409d-e4ea-47c6-a3be-600606964dcc","401","100341","3441","558295281","","02-Jun-2019 21:25:27","02-Jun-2019 21:25:42","4108401","66515881","4108461","1","US","28179","Sms","","-1","","Soham_29thMay_Cust_2 outbound","16502882800","Soham_29thMay_Cust_2","","","","","","","","","","","",""
"de4ea60a-b85a-497a-abcc-454299cb126d","401","100341","3441","550496241","","02-Jun-2019 21:25:27","02-Jun-2019 21:25:42","4108401","66515881","4108461","1","US","28179","Sms","","-1","","Soham_29thMay_Cust_2 outbound","16508635091","Soham_29thMay_Cust_2","","","","","","","","","","","",""
"ce7af131-520f-4c2d-8329-b7b78cc2f32a","401","100341","23461","96012961","Cust ID17","02-Jun-2019 12:37:12","02-Jun-2019 12:37:28","4123861","66515621","4123941","1","US","28179","Sms","","-1","","Soham_18thJune_Cust_1 outbound standalone with filter","16502063896","Soham_18thJune_Cust_1","","","","","","","","","","","",""
"ef679e36-fe58-4479-98ce-c3014ab58dfc","401","100341","23461","96012841","Cust ID11","02-Jun-2019 12:37:13","02-Jun-2019 12:37:28","4123861","66515621","4123941","1","US","28179","Sms","","-1","","Soham_18thJune_Cust_1 outbound standalone with filter","16503158507","Soham_18thJune_Cust_1","","","","","","","","","","","",""
