"EVENT_TYPE_ID","ACCOUNT_ID","LIST_ID","RIID","CUSTOMER_ID","EVENT_CAPTURED_DT","EVENT_STORED_DT","CAMPAIGN_ID","LAUNCH_ID","EMAIL","EMAIL_ISP","EMAIL_FORMAT","OFFER_SIGNATURE_ID","DYNAMIC_CONTENT_SIGNATURE_ID","MESSAGE_SIZE","SEGMENT_INFO","CONTACT_INFO","REASON","EMAIL_ADDRESS_","MYUNIQUEID","CELL_ID","TREATMENT_CODE","MIRRORURL"
"10","100348","1421","1061","","14-Jul-2019 11:33:04","14-Jul-2019 11:33:19","4441","202681361","gondhkar.v@gmail.com","gmail.com","H","-1648616751","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1101","","14-Jul-2019 11:33:04","14-Jul-2019 11:33:19","4441","202681361","gondhkar.v@gmail.com","gmail.com","M","-1648616751","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1081","","14-Jul-2019 11:33:04","14-Jul-2019 11:33:19","4441","202681361","gondhkar.v@gmail.com","gmail.com","T","1085839645","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1241","","14-Jul-2019 11:33:04","14-Jul-2019 11:33:19","4421","202681341","asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","M","1245322475","","0","","","553 5.1.2 syntax error in domain (Error in ""asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com"": label too long (67 octets)) in ""RCPT TO: <asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com>""","asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","","","",""
"10","100348","1421","1061","","15-Jul-2019 11:33:05","15-Jul-2019 11:33:20","4441","202683521","gondhkar.v@gmail.com","gmail.com","H","-1648616751","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1081","","15-Jul-2019 11:33:05","15-Jul-2019 11:33:20","4421","202683501","gondhkar.v@gmail.com","gmail.com","T","1085839645","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1101","","15-Jul-2019 11:33:05","15-Jul-2019 11:33:20","4441","202683521","gondhkar.v@gmail.com","gmail.com","M","-1648616751","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1241","","15-Jul-2019 11:33:05","15-Jul-2019 11:33:20","4441","202683521","asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","M","1245322475","","0","","","553 5.1.2 syntax error in domain (Error in ""asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com"": label too long (67 octets)) in ""RCPT TO: <asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com>""","asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","","","",""
"10","100348","1421","1061","","16-Jul-2019 11:33:10","16-Jul-2019 11:33:25","4441","202684821","gondhkar.v@gmail.com","gmail.com","H","-1648616751","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1101","","16-Jul-2019 11:33:10","16-Jul-2019 11:33:25","4421","202684801","gondhkar.v@gmail.com","gmail.com","M","-1648616751","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1081","","16-Jul-2019 11:33:10","16-Jul-2019 11:33:25","4441","202684821","gondhkar.v@gmail.com","gmail.com","T","1085839645","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1241","","16-Jul-2019 11:33:10","16-Jul-2019 11:33:25","4421","202684801","asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","M","1245322475","","0","","","553 5.1.2 syntax error in domain (Error in ""asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com"": label too long (67 octets)) in ""RCPT TO: <asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com>""","asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","","","",""
"10","100348","1421","1061","","17-Jul-2019 11:33:04","17-Jul-2019 11:33:19","4441","202686081","gondhkar.v@gmail.com","gmail.com","H","-1648616751","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1081","","17-Jul-2019 11:33:04","17-Jul-2019 11:33:19","4441","202686081","gondhkar.v@gmail.com","gmail.com","T","1085839645","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1101","","17-Jul-2019 11:33:04","17-Jul-2019 11:33:19","4421","202686061","gondhkar.v@gmail.com","gmail.com","M","-1648616751","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1241","","17-Jul-2019 11:33:04","17-Jul-2019 11:33:19","4421","202686061","asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","M","1245322475","","0","","","553 5.1.2 syntax error in domain (Error in ""asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com"": label too long (67 octets)) in ""RCPT TO: <asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com>""","asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","","","",""
"10","100348","1421","1241","","18-Jul-2019 09:02:47","18-Jul-2019 09:03:02","82109581","202687121","asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","H","-1648616751","","0","","","553 5.1.2 syntax error in domain (Error in ""asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com"": label too long (67 octets)) in ""RCPT TO: <asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com>""","asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","","","",""
"10","100348","1421","1241","","18-Jul-2019 09:03:53","18-Jul-2019 09:04:08","82109581","202687141","asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","H","-1648616751","","0","","","553 5.1.2 syntax error in domain (Error in ""asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com"": label too long (67 octets)) in ""RCPT TO: <asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com>""","asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","","","",""
"10","100348","1421","1061","","18-Jul-2019 11:33:03","18-Jul-2019 11:33:18","4441","202687321","gondhkar.v@gmail.com","gmail.com","H","-1648616751","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1081","","18-Jul-2019 11:33:03","18-Jul-2019 11:33:18","4441","202687321","gondhkar.v@gmail.com","gmail.com","T","1085839645","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1101","","18-Jul-2019 11:33:03","18-Jul-2019 11:33:18","4441","202687321","gondhkar.v@gmail.com","gmail.com","M","-1648616751","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1241","","18-Jul-2019 11:33:03","18-Jul-2019 11:33:18","4421","202687301","asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","M","1245322475","","0","","","553 5.1.2 syntax error in domain (Error in ""asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com"": label too long (67 octets)) in ""RCPT TO: <asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com>""","asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","","","",""
"10","100348","1421","1081","","24-Jul-2019 16:34:38","24-Jul-2019 16:34:53","4421","202694521","gondhkar.v@gmail.com","gmail.com","T","1085839645","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1101","","24-Jul-2019 18:14:45","24-Jul-2019 18:15:00","4421","202694521","gondhkar.v@gmail.com","gmail.com","M","-1648616751","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1241","","24-Jul-2019 19:54:51","24-Jul-2019 19:55:06","4441","202694541","asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","M","1245322475","","0","","","553 5.1.2 syntax error in domain (Error in ""asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com"": label too long (67 octets)) in ""RCPT TO: <asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com>""","asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","","","",""
"10","100348","1421","1061","","19-Jul-2019 11:33:07","19-Jul-2019 11:33:22","4421","202688501","gondhkar.v@gmail.com","gmail.com","H","-1648616751","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1081","","19-Jul-2019 11:33:07","19-Jul-2019 11:33:22","4421","202688501","gondhkar.v@gmail.com","gmail.com","T","1085839645","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1101","","19-Jul-2019 11:33:07","19-Jul-2019 11:33:22","4441","202688521","gondhkar.v@gmail.com","gmail.com","M","-1648616751","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1241","","19-Jul-2019 11:33:07","19-Jul-2019 11:33:22","4421","202688501","asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","M","1245322475","","0","","","553 5.1.2 syntax error in domain (Error in ""asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com"": label too long (67 octets)) in ""RCPT TO: <asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com>""","asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","","","",""
"10","100348","1421","1061","","20-Jul-2019 11:33:04","20-Jul-2019 11:33:19","4441","202689721","gondhkar.v@gmail.com","gmail.com","H","-1648616751","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1081","","20-Jul-2019 11:33:04","20-Jul-2019 11:33:19","4441","202689721","gondhkar.v@gmail.com","gmail.com","T","1085839645","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1101","","20-Jul-2019 11:33:04","20-Jul-2019 11:33:19","4421","202689701","gondhkar.v@gmail.com","gmail.com","M","-1648616751","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1241","","20-Jul-2019 11:33:04","20-Jul-2019 11:33:20","4421","202689701","asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","M","1245322475","","0","","","553 5.1.2 syntax error in domain (Error in ""asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com"": label too long (67 octets)) in ""RCPT TO: <asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com>""","asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","","","",""
"10","100348","1421","1061","","21-Jul-2019 11:33:04","21-Jul-2019 11:33:19","4421","202690901","gondhkar.v@gmail.com","gmail.com","H","-1648616751","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1101","","21-Jul-2019 11:33:04","21-Jul-2019 11:33:19","4441","202690921","gondhkar.v@gmail.com","gmail.com","M","-1648616751","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1081","","21-Jul-2019 11:33:04","21-Jul-2019 11:33:19","4421","202690901","gondhkar.v@gmail.com","gmail.com","T","1085839645","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1241","","21-Jul-2019 11:33:04","21-Jul-2019 11:33:19","4421","202690901","asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","M","1245322475","","0","","","553 5.1.2 syntax error in domain (Error in ""asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com"": label too long (67 octets)) in ""RCPT TO: <asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com>""","asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","","","",""
"10","100348","1421","1061","","22-Jul-2019 11:33:04","22-Jul-2019 11:33:19","4441","202692121","gondhkar.v@gmail.com","gmail.com","H","-1648616751","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1081","","22-Jul-2019 11:33:04","22-Jul-2019 11:33:19","4441","202692121","gondhkar.v@gmail.com","gmail.com","T","1085839645","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1101","","22-Jul-2019 11:33:04","22-Jul-2019 11:33:19","4421","202692101","gondhkar.v@gmail.com","gmail.com","M","-1648616751","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1241","","22-Jul-2019 11:33:04","22-Jul-2019 11:33:19","4441","202692121","asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","M","1245322475","","0","","","553 5.1.2 syntax error in domain (Error in ""asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com"": label too long (67 octets)) in ""RCPT TO: <asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com>""","asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","","","",""
"10","100348","1421","1061","","23-Jul-2019 11:33:03","23-Jul-2019 11:33:19","4421","202693301","gondhkar.v@gmail.com","gmail.com","H","-1648616751","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1081","","23-Jul-2019 11:33:03","23-Jul-2019 11:33:19","4421","202693301","gondhkar.v@gmail.com","gmail.com","T","1085839645","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1101","","23-Jul-2019 11:33:03","23-Jul-2019 11:33:19","4421","202693301","gondhkar.v@gmail.com","gmail.com","M","-1648616751","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1241","","23-Jul-2019 11:33:04","23-Jul-2019 11:33:19","4421","202693301","asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","M","1245322475","","0","","","553 5.1.2 syntax error in domain (Error in ""asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com"": label too long (67 octets)) in ""RCPT TO: <asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com>""","asdfasdfasdtgfawertyawetawefawfeaefuyashidlfuhasildfjhl@asdfasdfgasdgjaskldjnalkjfnalkdjnalkdflansdlkjfnalskjdnfakljsdnfadf.com","","","",""
"10","100348","1421","1061","","11-Jul-2019 11:33:04","11-Jul-2019 11:33:19","4441","202674881","gondhkar.v@gmail.com","gmail.com","H","-1648616751","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1081","","11-Jul-2019 11:33:04","11-Jul-2019 11:33:19","4441","202674881","gondhkar.v@gmail.com","gmail.com","T","1085839645","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
"10","100348","1421","1101","","11-Jul-2019 11:33:04","11-Jul-2019 11:33:19","4421","202674861","gondhkar.v@gmail.com","gmail.com","M","-1648616751","","0","","","gmailid","gondhkar.v@gmail.com","","","",""
